Title,paper_ID,Authors & year,Language,Duplicates,,doi
Ambiguity on audits and cooperation in a public goods game,ENG00604,"Dai, Hogarth & Villeval (2015)",ENG,,,10.2139/ssrn.2491484
Cooperation under the shadow of the future: experimental evidence from infinitely repeated games,ENG00605,Dal Bó (2005),ENG,,,10.3886/icpsr34573
"""Do the right thing:"" The effects of moral suasion on cooperation",ENG00606,Dal Bó & Dal Bó (2014),ENG,,,10.1016/j.jpubeco.2014.05.002
The evolution of cooperation in infinitely repeated games: Experimental evidence,ENG00607,Dal Bó & Fréchette (2011),ENG,,,10.1257/aer.101.1.411
Strategy Choice In The Infinitely Repeated Prisoners' Dilemma,ENG00608,Dal Bó & Fréchette (2015),ENG,,,10.2139/ssrn.2292390
Self-Monitoring and Cooperation as a Self-Presentational Strategy,ENG00609,Danheiser & Graziano (1982),ENG,,,10.1037/0022-3514.42.3.497
"Communication, incentive, and structural variables in interpersonal exchange and negotiation",ENG00610,Daniels (1967),ENG,,,10.1016/0022-1031(67)90037-6
Leading by example versus leading by words in voluntary contribution experiments,ENG00611,Dannenberg (2015a),ENG,,,10.1007/s00355-014-0817-8
Non-binding agreements in public goods experiments,ENG00612,Dannenberg (2015b),ENG,,,10.1093/oep/gpv048
Participation and Commitment in Voluntary Coalitions to Provide Public Goods,ENG00613,"Dannenberg, Lange & Sturm (2014)",ENG,,,10.1111/ecca.12073
On the Provision of Public Goods with Probabilistic and Ambiguous Thresholds,ENG00614,"Dannenberg, Loeschel, Paolacci, Reif & Tavoni (2015)",ENG,,,10.1007/s10640-014-9796-6
Dynamically engaged smiling predicts cooperation above and beyond average smiling levels,ENG00615,Danvers & Shiota (2017),ENG,,,10.31234/osf.io/6gt9b
Cooperators and reciprocators: A within-subject analysis of pro-social behavior,ENG00616,Dariel & Nikiforakis (2014),ENG,,,10.1016/j.econlet.2013.10.033
Does Heterogeneity Help in Overcoming the Public Goods Dilemma in a Sequential Contribution Environment?,ENG00617,Dasgupta & Orman (2014),ENG,,,10.1007/s10726-013-9370-6
Individual characteristics and behavior in repeated games: an experimental study,ENG00618,"Davis, Ivanov, & Korenok (2015)",ENG,,,10.1007/s10683-014-9427-7
"Behavior, communication, and assumptions about other people's behavior in a commons dilemma situation",ENG00619,"Dawes, McTavish & Shaklee (1976)",ENG,,,10.1037//0022-3514.35.1.1
Organizing Groups for Collective Action,ENG00620,"Dawes, Orbell, Simmons & Van de Kragt (1986)",ENG,,,10.2307/1960862
Not me or thee but we: The importance of group identity in eliciting cooperation in dilemma situations: Experimental manipulations,ENG00621,"Dawes, Van de Kragt, & Orbell (1988)",ENG,,,10.1016/0001-6918(88)90047-9
When Strangers Start to Gossip: Investigating the Effect of Gossip on Cooperation in a Prisoner's Dilemma Game,ENG00622,"De Backer, Larson, Fisher, McAndrew, & Rudnicki (2016)",ENG,,,10.1007/s40806-016-0063-7
The double meaning of a single act: Influences of the perceiver and the perceived on cooperative behaviour,ENG00623,De Bruin & Van Lange (1999),ENG,,,10.1002/(sici)1099-0984(199905/06)13:3<165::aid-per322>3.0.co
What People Look for in Others: Influences of the Perceiver and the Perceived on Information Selection,ENG00624,De Bruin & Van Lange (2000),ENG,,,10.1177/0146167200264007
Trust and Fear of Exploitation in a Public Goods Dilemma,ENG00625,De Cremer (1999),ENG,,,10.1007/s12144-999-1024-0
Leadership Selection in Social Dilemmas - Not All Prefer It: The Moderating Effect of Social Value Orientation,ENG00626,De Cremer (2000),ENG,,,10.1037//1089-2699.4.4.330
Charismatic Leadership and Cooperation in Social Dilemmas: A Matter of Transforming Motives?,ENG00627,De Cremer (2002a),ENG,,,10.1111/j.1559-1816.2002.tb00252.x
Respect and cooperation in social dilemmas: The importance of feeling included,ENG00628,De Cremer (2002b),ENG,,,10.1177/014616702236830
Noneconomic Motives Predicting Cooperation in Public Good Dilemmas: The Effect of Received Respect on Contributions,ENG00629,De Cremer (2003),ENG,,,10.1023/A:1026361632114
When the rich contribute more in public good dilemmas: The role of provision point level,ENG00630,De Cremer (2007a),ENG,,,10.1002/ejsp.368
Which type of leader do I support in step-level public good dilemmas? The roles of level of threshold and trust,ENG00631,De Cremer (2007b),ENG,,,10.1111/j.1467-9450.2007.00569.x
Accountability and Cooperation in Social Dilemmas: The Influence of Others' Reputational Concerns,ENG00632,De Cremer & Bakker (2003),ENG,,,10.1007/s12144-003-1006-6
Effect of Trust and Accountability in Mixed-Motive Situations,ENG00633,De Cremer & DeWitte (2002),ENG,,,10.1080/00224540209603917
Cooperation in Social Dilemmas and the Need to Belong: The Moderating Effect of Group Size,ENG00634,De Cremer & Leonardelli (2003),ENG,,,10.1037/1089-2699.7.2.168
When Do People Find Cooperation Most Justified? The Effect of Trust and Self–Other Merging in Social Dilemmas,ENG00635,De Cremer & Stouten (2003),ENG,,,10.1023/A:102297402
Perceived Criticality and Contributions in Public Good Dilemmas: A Matter of Feeling Responsible to All?,ENG00636,De Cremer & Van Dijk (2002a),ENG,,,10.1177/1368430202005004004
Reactions to group success and failure as a function of identification level: a test of the goal-transformation hypothesis in social dilemmas,ENG00637,De Cremer & Van Dijk (2002b),ENG,,,10.1016/s0022-1031(02)00009-4
When and Why leaders put themselves first: Leader behaviour in resource allocations as a function of feelings entitled,ENG00638,De Cremer & Van Dijk (2005),ENG,,,10.1002/ejsp.260
Leader-Follower Effects in Resource Dilemmas: The Roles of Leadership Selection and Social Responsibility,ENG00639,De Cremer & Van Dijk (2008),ENG,,,10.1177/1368430208090647
Paying for sanctions in social dilemmas: The effects of endowment asymmetry and accountability,ENG00640,De Cremer & Van Dijk (2009),ENG,,,10.1016/j.obhdp.2009.01.004
On the near miss in public good dilemmas: How upward counterfactuals influence group stability when the group fails,ENG00641,De Cremer & Van Dijk (2011),ENG,,,10.1016/j.jesp.2010.09.006
Cooperation with leaders in social dilemmas: On the effects of procedural fairness and outcome favorability in structural cooperation,ENG00642,De Cremer & van Knippenberg (2003),ENG,,,10.1016/s0749-5978(02)00539-3
"Cooperation as a function of leader self-sacrifice, trust, and identification",ENG00643,De Cremer & van Knippenberg (2005),ENG,,,10.1108/01437730510607853
Why prosocials exhibit greater cooperation than proselfs: the roles of social responsibility and reciprocity,ENG00644,De Cremer & Van Lange (2001),ENG,,,10.1002/per.418
Collective identity and cooperation in a public goods dilemma: A matter of trust or self-efficacy?,ENG00645,De Cremer & Van Vugt (1998),ENG,,,NA
Social identifcation effects in social dilemmas: a transformation of motives,ENG00646,De Cremer & Van Vugt (1999),ENG,,,10.1002/(sici)1099-0992(199911)29:7<871::aid-ejsp962>3.0.co
Intergroup and Intragroup Aspects of Leadership in Social Dilemmas: A Relational Model of Cooperation,ENG00647,De Cremer & Van Vugt (2002),ENG,,,10.1006/jesp.2001.1499
Procedural justice and sanctions in social dilemmas: The moderating effects of group feedback and identification,ENG00648,"De Cremer, Hoogervorst, & Desmet (2012)",ENG,,,10.1111/j.1559-1816.2012.00914.x
"""The less I trust, the less I contribute (or not)?"" The effects of trust, accountability and self-monitoring in social dilemmas",ENG00649,"De Cremer, Snyder, & Dewitte (2001)",ENG,,,10.1002/ejsp.34
Cooperating If One's Goals Are Collective-Based: Social Identification Effects in Social Dilemmas as a Function of Goal Transformation,ENG00650,"De Cremer, van Knippenberg, van Dijk, van Leeuwen  (2008) ",ENG,,,10.1111/j.1559-1816.2008.00359.x
Social value orientation moderates ingroup love but not outgroup hate in competitive intergroup conflict,ENG00651,De Dreu (2010),ENG,,,10.1177/1368430210377332
Oxytocin modulates the link between adult attachment and cooperation through reduced betrayal aversion,ENG00652,De Dreu (2012),ENG,,,10.1016/j.psyneuen.2011.10.003
Gain-loss frames and cooperation in two-person social dilemmas: A transformational analysis,ENG00653,De Dreu & McCusker (1997),ENG,,,10.1037//0022-3514.72.5.1093
"In intergroup conflict, self-sacrifice is stronger among pro-social individuals, and parochial altruism emerges especially among cognitively taxed individuals",ENG00654,"De Dreu, Dussel, & Velden (2015)",ENG,,,10.3389/fpsyg.2015.00572
The Neuropeptide Oxytocin Regulates Parochial Altruism in Intergroup Conflict Among Humans,ENG00655,"De Dreu, Greer, Handgraaf, Shalvi, Van Kleef, Baas, Velden, Van Dijk, & Feith (2010)",ENG,,,10.1126/science.1189047
Dilution of stereotype-based cooperation in mixed-motive interdependence,ENG00656,"De Dreu, Yzerbyt, & Leyens (1995)",ENG,,,10.1006/jesp.1995.1026
Deterring poaching of a common pool resource,ENG00657,"De Geest, Stranlund, & Spraggon (2017)",ENG,,,10.1016/j.jebo.2017.06.006
Willpower depletion and framing effects,ENG00658,De Haan & Van Veldhuizen (2015),ENG,,,10.1016/j.jebo.2015.06.002
Framing prisoners and chickens: Valence effects in the prisoner's dilemma and the chicken game,ENG00659,"de Heus, Hoogervorst, van Dijk (2010)",ENG,,,10.1016/j.jesp.2010.04.013
Not So Ugly After All: When Shame Acts as a Commitment Device,ENG00660,"de Hooge, Breugelmans, & Zeelenberg (2008)",ENG,,,10.1037/a0011991
Moral sentiments and cooperation: Differential influences of shame and guilt,ENG00661,"de Hooge, Zeelenberg, & Breugelmans (2007)",ENG,,,10.1080/02699930600980874
Do Cash Transfers Crowd Out Community Investment in Public Goods? Lessons from a Field Experiment on Health Education,ENG00662,"De Hoop, Van Kempen & Fort (2012)",ENG,,,10.1177/0899764011401414
Cooperative behavior in strategic decision making: Human capital and personality traits,ENG00663,De Jong & Veijer (2014),ENG,,,10.13140/2.1.1619.2323
Blushing after a moral transgression in a prisoner’s dilemma game: appeasing or revealing?,ENG00664,"De Jong, Peters, De Cremer, & Vranken (2002)",ENG,,,10.1002/ejsp.111
Equality as a benchmark for third-party punishment and reward: The moderating role of uncertainty in social dilemmas,ENG00665,"De Kwaadsteniet, Rijkhoff & Van Dijk (2013)",ENG,,,10.1016/j.obhdp.2012.06.007
Social dilemmas as strong versus weak situations: Social value orientations and tacit coordination under resource size uncertainty,ENG00666,"De Kwaadsteniet, Van Dijk, Wit & De Cremer (2006)",ENG,,,10.1016/j.jesp.2005.06.004
"""How Many of Us Are There?"": Group Size Uncertainty and Social Value Orientations in Common Resource Dilemmas",ENG00667,"De Kwaadsteniet, Van Dijk, Wit & De Cremer (2008)",ENG,,,10.1177/1368430208090649
Anger and Retribution After Collective Overuse: The Role of Blaming and Environmental Uncertainty in Social Dilemmas,ENG00668,"De Kwaadsteniet, Van Dijk, Wit & De Cremer (2010)",ENG,,,10.1177/0146167209352192
Justifying Decisions in Social Dilemmas: Justification Pressures and Tacit Coordination Under Environmental Uncertainty,ENG00669,"De Kwaadsteniet, Van Dijk, Wit, De Cremer & De Rooij (2007)",ENG,,,10.1177/0146167207307490
The interpersonal effect of emotion in decision-making and social dilemmas,ENG00670,de Melo (2013),ENG,,,NA
People do not feel guilty about exploiting machines,ENG00671,"De Melo, Marsella, & Gratch (2016)",ENG,,,10.1145/2890495
The giving type: Identifying donors,ENG00672,"De Oliveira, Croson & Eckel (2011)",ENG,,,10.2139/ssrn.1883744
One bad apple? Heterogeneity and information in public good provision,ENG00673,"De Oliveira, Croson & Eckel (2015)",ENG,,,10.1007/s10683-014-9412-1
The Stability of Social Preferences in a Low-Income Neighborhood,ENG00674,"De Oliveira, Eckel & Croson (2012)",ENG,,,10.4284/0038-4038-79.1.15
Instrumenting beliefs in threshold public goods,ENG00675,"de Oliveira, Spraggon, & Denny (2016)",ENG,,,10.1371/journal.pone.0147043
The Neural Basis of Altruistic Punishment,ENG00676,"De Quervain, Fischbacher, Treyer, Schellhammer, Schnyder, Buck & Fehr (2004)",ENG,,,10.1126/science.1100735
Constrained egoism and resource management under uncertainty,ENG00677,de Vries & Wilke (1992),ENG,,,NA
Resource management in an uncertain environment: Harvesting biases and effects of additional information,ENG00678,de Vries & Wilke (n.d.),ENG,,,NA
Theory of Mind predicts cooperative behavior,ENG00679,DeAngelo & McCannon (2017),ENG,,,10.1016/j.econlet.2017.02.009
Does power corrupt or enable? When and why power facilitates self-interested behavior,ENG00680,"DeCelles, DeRue, Margolis, & Ceranic (2012)",ENG,,,10.1037/a0026811
An experimental investigation of time discounting in strategic settings,ENG00681,Deck & Jahedi (2015),ENG,,,10.1016/j.socec.2014.12.004
A Comparison of Punishment Rules in Repeated Public Good Games: an experimental study,ENG00682,"Decker, Stiehler & Strobel (2003)",ENG,,,10.1177/0022002703258795
Oxytocin and cooperation under conditions of uncertainty: The modulating role of incentives and social information,ENG00683,"Declerck, Boone & Kiyonari (2010)",ENG,,,10.1016/j.yhbeh.2010.01.006
No Place to Hide: When Shame Causes Proselfs to Cooperate,ENG00684,"Declerck, Boone & Kiyonari (2014a)",ENG,,,10.1080/00224545.2013.855158
The effect of oxytocin on cooperation in a prisoner's dilemma depends on the social context and a person's social value orientation,ENG00685,"Declerck, Boone & Kiyonari (2014b)",ENG,,,10.1093/scan/nst040
Potential Pareto Public Goods,ENG00686,"Dekel, Fischer, & Zultan (2017)",ENG,Duplicate,,10.1016/j.jpubeco.2016.12.007
Those outsiders: How downstream externalities affect public good provision,ENG00687,Delaney & Jacobson (2014),ENG,,,10.1016/j.jeem.2013.12.007
Payments or persuasion: common pool resource management with price and non-price measures,ENG00688,Delaney & Jacobson (2016),ENG,,,10.1007/s10640-015-9923-z
Merely Opting Out of a Public Good Is Moralized: An Error Management Approach to Cooperation,ENG00689,"Delton, Nemirow, Robertson, Cimino & Cosmides (2013)",ENG,,,10.1037/a0033495
"Punishment, counterpunishment and sanction enforcement in a social dilemma experiment",ENG00690,"Denant-Boemont, Masclet & Noussair (2007)",ENG,,,10.1007/s00199-007-0212-0
"Announcement, observation and honesty in the voluntary contributions game",ENG00691,"Denant-Boemont, Masclet & Noussair (2011)",ENG,,,10.1111/j.1468-0106.2011.00543.x
Better to give than to take? Interactive social decision-making in severe major depressive disorder,ENG00692,"Destoop, Schrijvers, De Grave, Sabbe & De Bruijn (2012)",ENG,,,10.1016/j.jad.2011.12.010
Trust and Suspicion,ENG00693,Deutsch (1958),ENG,,,10.1177/002200275800200401
The effect of motivational orientation upon trust and suspicion,ENG00694,Deutsch (1960a),ENG,,,10.1177/001872676001300202
"Trust, trustworthiness and the F scale",ENG00695,Deutsch (1960b),ENG,,,10.1037/h0046501
An Evolutionary Perspective on Cooperative Behavior in Gamers,ENG00696,"Devilly, Brown, Pickert, & O'Donohue (2015)",ENG,,,10.1037/ppm0000097
Sweet revenge: Diabetic symptoms predict less forgiveness,ENG00697,"DeWall, Pond Jr. & Bushman (2010)",ENG,,,10.1016/j.paid.2010.06.030
Externalities Awareness in Anticommons Dilemmas Decreases Defective Behavior,ENG00698,"Dhont, Van Hiel, & De Cremer (2012)",ENG,,,10.1002/bdm.718
A hybrid public good experiment eliciting multi-dimensional choice data,ENG00699,"Di Cagno, Galliera, Güth, & Panaccione (2016)",ENG,,,10.2139/ssrn.2611613
"Kindness, confusion, or ambiguity?",ENG00700,Di Mauro & Castro (2011),ENG,,,10.1007/s10683-011-9284-6
The voluntary contributions mechanism with uncertain group payoffs,ENG00701,Dickinson (1998),ENG,,,10.1016/s0167-2681(98)00048-1
Emotion venting and punishment in public good experiments,ENG00702,Dickinson & Masclet (2015),ENG,,,10.1016/j.jpubeco.2014.10.008
